id,tweet,class,Mina,,Sherif,,Mostafa
2691, نَاقةَ الله و سُقياها ! #الشمس ',pos,,,,,
2693, علي عجينه وسيكا اخلاء سبيل ..بس لسه مخرجوش ..يارب الليله يكونو في بيوتهم ',pos,,,,,
2696, يلا الكل عالتصويت بلاش نضيع مجهودنا علي الفاضي خلينا نزود الفارق بليز   http://t.co/QKrvjgY6lz   #AbdelSalamZayed #IbtissamTiskat ',pos,,,,,
2697, الاسبوع هادا كل ما افكر كيف بدو يمرق برج راسي انو احاول انسى وبرجع بفكر مش هييييك ! ',neg,,,,,
2698, @dodokemo98 كل خيرررر ',pos,,,,,
2700, @SeyALY انت مقتنع طيب بللي بتقولوا دا؟ ',neg,,,,,
2701," """"""الحياةُ بالقُرب من الله حياة مُطمئنة ، محفوفة بالتوفيق ، و مُزّينة بالرِّضا ، ومليئةٌ بالسّعادة ، عِشْ تلك الحياة ولك الهَناءُ أبدًا"""""""" '",pos,,,,,
2702, @ahmedgalal_9 انت قديم ابو الجﻻجيل دلوقتى انت اللى بتجيب انا عايزة تورتة شيكوﻻتة مليش دعوة وعصير فلوريدا :D ',pos,,,,,
2705, كﻻ فجر ليبيا تبيلهم الناتو من الاخر ...كﻻ هكي معش ينفع ',neg,,,,,
2706, صالحت الدنيا بك ومعك. ',pos,,,,,
2708," """"""لكَل شي بديلّ ، إلآ #الوالديِن ♡\""""!"""""""" '",pos,,,,,
2711, انا مش لاقي نفسي مش فاهمني .. ',neg,,,,,
2713, #المصري_اليوم   «ناعوت»: «أذيال الإخوان» وراء اتهامي بازدراء الإسلام ولا أتبرأ مما كتبت http://t.co/J6lTp2rtFr http://t.co/4EjHVFjOPO ',neu,,,,,
2720," """"""ولا عارفه احل شي، اكلت هوا"""""""" '",neg,,,,,
2722, @lithyeg امييييييين يارب  #تويب_تحب_تقوله_كل_سنة_وانت_طيب ',pos,,,,,
2723, أشهدُ أن لا امرأة ً  تشبهني كصورة زيتية  في الفكر والسلوك إلا أنت  والعقل والجنون إلا أنت  #نزار_قباني… http://t.co/N9VqUUym0i ',pos,,,,,
2724, ماتيجى هنا وانا احبك ❤ ',pos,,,,,
2725, #المصري_اليوم   انفجار قنبلة بجوار مقهى في #حلوان دون خسائر http://t.co/boOwrmxg1i http://t.co/BQKkDGwS3a ',neg,,,,,
2726, اشهد ان لا امرٲة اتقنت اللعبة الا انتِ .. ',pos,,,,,
2727, مابين همزة وصل وعلامة تعجب تكمن الحكاية ! ',pos,,,,,
2731," ""\""""@B3B9XMX9: لا إِلَهَ إِلاّ اللهُ واللهُ أَكْبَر • ❁\"""" '",pos,,,,,
2734, عجباً لثبات قلبك ',pos,,,,,
2736, الكلمة ال بدايق عمرها ما بتنتسى :$ ',neg,,,,,
2737, من جمال حظي أني عرفتك ....ربي يسعد مساك @kosai1khauli http://t.co/bkRz07BYcF ',pos,,,,,
2739, اولا تحيه لشهدائنا الابرار اللي استشهدوا علشان بلدنا وعلشانا ربنا يرحمكم ويثبتكم عند السؤال ويجعل قبركم روضه من رياض الجنه وربنا يصبر اسركم ',pos,,,,,
2740, @Mo7aMeD_KH1911 جرا ايه يا كسمك ',neg,,,,,
2741, حالتي النفسية متسمحش اني اذاكر وامتحن كدة تو ماتش ',neg,,,,,
2746, @jazminology وأطيعوا الله ورسوله وأولي الأمر منكم هذا هو الإنسان الذي يحب وطنه ويحافظ عليه والا لا يستحق العيش فيه ',pos,,,,,
2751, #AhmedGamal_On_CBC_Sat11pm مصر اللى عايشين من خيرها ',pos,,,,,
2752, غنضت عيني وقلت برتاح.. واثره خيالك من وراء الجفن..(مرسوم) ',pos,,,,,
2753, تدابير سير على الطريق البحرية ليلة رأس السنة http://t.co/YQyiM9jJiH ',neu,,,,,
2755," ""@Ala2_Ibrahim يعنى و الله ااااااااا تاعبينك D\"""": '",pos,,,,,
2761," ""\"""" إن آللـه يعطي الذاكرين أكثر مما يعطي السائلين فـاذكروا اللّہ يذكركـم   سبحان الله والحمد لله ولا إله الا الله والله أكبر♡\"""" '",pos,,,,,
2764," ""\""""@Ubergulf: ليس هناك ﺃﺟﻤﻞ ﻣﻦ ﺃﻥ ﻳﺨﺒﺮﻙ ﺃﺣﺪﻫﻢ ﺑﺄﻧﻚ ﺍﺣﺪ ﺃﺳﺒﺎﺏ ﺳﻌﺎﺩﺗﻪ !\"""" #AhmedGamal_On_CBC_Sat11pm '",pos,,,,,
2765," """"""@elissakh عايشه حاله حب معاك وخداني ،،،،، ❤❤❤"""""""" '",pos,,,,,
2769," """"""عصيتك فسترتني ، نسيتك فذكرتني ،   أغضبتك فرحمتني ..  لا إله إلا أنت سبحانك إني كنت من الظالمين"""""""" '",pos,,,,,
2771," ""\""""آحـــيـَآنـاً ! ! في هَـذآ آلزمن . . آلآهٺمآم آلزآئد بـَ آلآخرين يفقدگ كرآمتك  #منقول '",neg,,,,,
2773," ""ليه بس انا مو عارفه احل هالchapter:)؟ معقولة سهل:\"""")؟ '",neg,,,,,
2774, #عن الشخص اللي بيبقي نفسك تفضل تتكلم معاه 24 ساعة في اليوم . ',pos,,,,,
2776, عودك فى مشيته عملوه منحنيات عضامك لينة لكن على التنيات تنية واتنين تلاتة اربع خمس تنيات ',pos,,,,,
2777, ﻋﻨﺪﻣﺎ ﺗﺘﻌﺮَّﻯ ﺍﻷﺷﺠﺎﺭُ  ﻣﻦ ﻭﺭﻗﻬﺎ ﺃﻣﺎﻡ ﺍﻟﻤﻸ ﻳﻜﻮﻥ ﻣﺼﻴﺮُﻫﺎ ﺣﻄﺒﺎً ﻟﻨﺎﺭ ﺗﻮﻗﺪُ ﺑﺎﻟﺪّﻧﻴﺎ ! ',neg,,,,,
2778, @DoaaElSebaii #DoaaElSebaii يا حياااااااتى يا دعاااااء انا بحببببببببببببك اوووووى يا حبيبتى مستنياكى ع نااااار ',pos,,,,,
2782, انت داري بانشغالي ولا حبك شئ خيالي ',pos,,,,,
2784, مدري لمن اشكي عذابيوالالام ~ ',neg,,,,,
2788, @chirineabdallah حااااضر دا انتي تامري ^_* ',pos,,,,,
2789, وفقني الله وإياكم لما يحبه ويرضاه ...@majeed2050 #الإختبارات_النهائية ',pos,,,,,
2791, #AhmedGamal_On_CBC_Sat11pm #AhmedGamal_On_CBC_Sat11pm يا حركاتكـ ♥♥ بقيت #ادمان http://t.co/ehuxsVQgJR ',pos,,,,,
2792, @lulu_dagher @MohamedQassim والله بفرح كتير :) هههههههههه ',pos,,,,,
2798," """"""من غلبك بالشتم فأدّبه بالحلم، علّمه أن كل إناء بما فيه ينضح، وأن كل واحد ينفق مما عنده!"""""""" '",pos,,,,,
2799, @Asiaaa_Omar ميرسى حبيبة قلبى ربنا يسعدك يا رب. http://t.co/dZ5S81eRH6 ',pos,,,,,
2800, ضبط باخرة تركية محملة بالأسلحة في طريقها لمصراتة http://t.co/BPzREukGF5 http://t.co/yC9GZocYoW ',neu,,,,,
2802, http://t.co/qnHX6swLwQ منحدر الصعود#دونت ميكس#الله_يحرقك_يامرسي ',neg,,,,,
2805, انا مدايقه بقى  بكره امتحاني   ؟؟ ',neg,,,,,
2806," """"""إن الحمد لله نحمده ونستعينُه ونسغفِرُه ونستهدِيه، ونعوذُ بالله من شُرور أنفسنا ومن سيئات أعمالنا،"""""""" '",pos,,,,,
2807, @Ahlam_Alshamsi ياريت كل الناس زيك مكنش حد اتجرح اوى ولا حد تعب اوى فعلا كلامك صحيح بس فين اللي يسمع ويشوف ويحس مثلك ',pos,,,,,
2808, #سبحان_الله وبحمده - #شي_تتمنى_يصير_في_2015 #ماذا_ستقول_لميسي_اذا_قابلته #جيهان_للإستقدام_ترعى_الاتحاد #كم_هديه_جتك http://t.co/1NUGFW80av ',pos,,,,,
2810, @_dr_sara تعصي الاله وانت تظهر حُبّه  هذا محالٌ في القياس بديع لو كان حبك صادقاً لأطعته  إن المحب لمن يحب مُطيع ',pos,,,,,
2811, مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم ',neg,,,,,
2817," """"""أنا من فترة للتانية ممكن أسأل ناس من القريبين شايفني إزاي؟ أو حتى لو حد لسة عارفنّي، عشان وارد جداً هيكونوا شايفين حاجات أنا مش شايفاها. 1"""""""" '",pos,,,,,
2823, @QPezYq3WDtyM6VY @mennty_ اتخصصي جراحه عشان اشغلكفي المستشفي بتاعتي ',pos,,,,,
2826, جرعات من الكئابة :/ ',neg,,,,,
2827, الحمدلله على حياة يدبرها الله وفق رحمته... ',pos,,,,,
2828, @ToOoTaZ شيرين يحيي مع لميس الحديدي ',neu,,,,,
2830, `  مسا الغلا والشوق واحلى التعابير واحساس م ينساك لو گنت غايب            مساء الخير ',pos,,,,,
2834, بكل ما فيني اتمنى اعيش بمكان جديد واعرف ناس جديده . ',pos,,,,,
2835, @ManarMsaad @wafaasamy1 مش عارف والله هشوف كدا يمكن حد يعرفه ',neu,,,,,
2841, عاملين ايه ياحلوين واحشني من الصبح بس كان عندي امتحان بقي ',pos,,,,,
2851, #pr أصل أفنان بردواا محامية و ليها وضعها ف الدولة :D . ',pos,,,,,
2854, حدیث #العیون یفوق جمآل حدیث اللسآن آلف مرھ /~ ',pos,,,,,
2855, روان : سلمى انا حاسه اننا هنسقط ...... انا : http://t.co/pNpcIfpCxY ',neg,,,,,
2857, @ihassan00 لسه مفيش أخبار عنه ',neg,,,,,
2859, مبروك لجميع الفائزين وجميع القبائل                          تبوك# http://t.co/yp3H5TBFAj ',pos,,,,,
2860, @mohamed18_3 ربنا يخليهوملك وتفرح بيهم ❤ ',pos,,,,,
2863, @AtefElsheshtawy بما إن الحالة تعبانة .. إرفع إيدك فوق لو متضايق هتروق :-D ',pos,,,,,
2864, @Ehna_Tv   احلى صباح مع محبوب العرب #محمد_عساف ',pos,,,,,
2866, @MamdouhNasr07 @NaderALTaher @7FLGy @ahmedebrahim مش هنحفل على حد يعنى الايد البطالة نجسة اجدعان ',neg,,,,,
2868, فاروق يغادر مران الأهلي مصابا.. وجاريدو يعالج أخطاء الدفاع بجمعة #الاهلى #يلا_دورى http://t.co/w9hjoW7IlK ',neu,,,,,
2870," ""@Rou3bdelnabi احم ربنا يخليكي يا رنده والله :\""""3 '",pos,,,,,
2872, وحده قاتله لأسف ',neg,,,,,
2874, @alaoshka يسعدك يا رب ..ويارب تحققي آمانيكي ',pos,,,,,
2876, #ArabsGotTalent  شو هالموهبة !! ',pos,,,,,
2881, @Afnan_Gohar_25 @blanco20101 ههههه دراسات دى كانت ف 6 ابتدائى عقبال ما تووصلى اعداى و تاخدى علوم بقى و تكبرى و تبقى قد الدنيا :D ',pos,,,,,
2883," """"""\"""" من يعش ببساطة، ويتعامل بأناقة يجبر الجميع على احترامه وحبه .. كن بسيطًا تكن أجمل\"""""""""""" '",pos,,,,,
2884, يارب مالي ملاذ الا الدعاء ياكريم يارب اغثني برحمتك انت يالمقتدر  اعوذ بك من غثاء الدنياء ومكر الرجيم والوذ بك من عقابك والسخط والقبر ',pos,,,,,
2891, محتاجة حد بذاكرلي زي الاطفال من كتر مابسرح :/ ',neg,,,,,
2892, انت ممكن تدارى وجعك ودمعتك وديقتك عشان بس متصعبش على حد ',neg,,,,,
2900, @lamosa111 @SalwaGhoneim @zozzataalt @joyksa1 @semofrish @shrook_adel احنا بئى حنساعد بعض واللى يعرف يقول الباقى اوك ',pos,,,,,
2903, @elznbery  احلى مسا على عيونك يا زنن .عندى دى ',pos,,,,,
2904, @Almatadooor2020 ميرسي ',pos,,,,,
2905, @lion_lolo اهلين لولو ',pos,,,,,
2906," """"""إنّي أنا النّايُ الذي لا تنتهي أنغامُهُ، ما دامَ في الأحياءِ  #الشابي http://t.co/7fGWKa7doT"""""""" '",pos,,,,,
2907, مصطفى حسني قدوتي بعد رسولي. ',pos,,,,,
2909, حزن حزن ',neg,,,,,
2910, #مصر_العربية   حاتم عزام لـ رامي جان: كل سنة وأنت حر التفاصيل من هنا http://t.co/ty3sQ43LLd @hatemazzam ',pos,,,,,
2912," """"""لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فأنــــا أحدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!"""""""" '",neg,,,,,
2914, @saharhassn ده هما الغلط ذاته ',neg,,,,,
2915, @arar1234590 @kokkqwerty @lovisr60 @salehahalhilaly @a_s_hebrahim بارك الله فيكم اخي شمالي … ربنا يستجيب دعاءكم يارب امين ',pos,,,,,
2918, يا سلام ما أحلى شعور الواحد يخلص دراسة و يكون عبى راسو نوم  #SocialMedia #بس_بقول ',pos,,,,,
2921, من الموسم الى فات و انا بحب عروض أولاد ياسين و بيعملوا شو حلو جدااا و أن شاء الله ياخدوا 4 نعم   #ArabsGotTalent ',pos,,,,,
2923, @hassanbanat لقد تم تعطيل الحساب -_- ',neg,,,,,
2925, @marammmm88 ده فيديو حياتي ',pos,,,,,
2926, عينى عالفوق كتفه هموم جبلين #هندسة ',neg,,,,,
2927, صور حصرى من مطار القاهره لاستقبال #القبطان و #الصقر http://t.co/A0ICAKIP7a ',pos,,,,,
2928, رنا يا جودعان #مينا_فخر_العرب #MinaAtta http://t.co/BNrPy10S1g ',pos,,,,,
2929, نفسي فعربية ڤولڤو ',pos,,,,,
2931, شاهين ومينا ايد واااااحده♥♥♥♥ محمد شاهين http://t.co/RGcrJ0vLyZ ',pos,,,,,
2935," """"""الوصولَ إلى القَلوبَ ليسَ صعباً ، فقطَ كُنَ أنيقًا عند طرقَ بابَ القلوبَ و أحسنَ الزيارة ولا تَكنَ ضيفاً ثقيلاً ! http://t.co/MGLpISkCC8"""""""" '",pos,,,,,
2937, @arnobe2425 ويسعدك يارب وان شاء الله تكون سنه سعيده عليك وعلي كل آحبابك يارب :) :) ',pos,,,,,
2938," """"""أحمد حلمي إنسان جميل جداً، عبقري، أسطورة في نفسه كده."""""""" '",pos,,,,,
2941, #نقطة_ضعف_البنات العمر  والمصاري - وشوفة الحال انا .. انا ....انا هي بتكون مش شبعني اللقمة عند اهلها. ',neg,,,,,
2944, يعنى بجد الناس الناس كلها افتكرت الخروج الاسبوع ده .... الامتحان الاربع و انا لسه بفتح المادة بس انا مضطرة انزل و امرى لله :D #هسقط ',neg,,,,,
2949, الذكريات لا تموت ... الذكريات تُميت ',neg,,,,,
2952, للمحجبات ! http://t.co/al1HCjq7Vb ',neu,,,,,
2953, #لو_سانتا_كلوز_مصري  كآن هيلعن اليوم اللي كان فيه مصري ',neg,,,,,
2956, السكة شماااااال واليمين  مش شغاال على فين رايحين ',neg,,,,,
2957, تريلر ليث ونورا 2 لوحده كفيل انه ينقلنى لعالم تانى ',pos,,,,,
2959, كم ٱشّتُقَتُ لكَ وِ لسًٱعة ٱللقَٱء فُروِحًيّ تُنٌٱدُيّك ألم تُسًمع ٱلنٌدُٱء؟ أتُعلم يّٱملٱكٱً أنٌٱر ٱلكوِنٌ بّٱلضيّٱء ',pos,,,,,
2961, البرنس #مواهب_حلمى http://t.co/AQIXR7l3vH ',pos,,,,,
2966, ضياء يابن المجانين لا لا لا لا 4 #ArabsGotTalent ',neg,,,,,
2970, معاااك 4 نعيمن :D ..  #ArabsGotTalent ',pos,,,,,
2972, معاك اربعة نعيمن ههههه #حلمي #ArabsGotTalent ',pos,,,,,
2974, #ArabsGotTalent ميرسى بيكوو ',pos,,,,,
2978, #لامؤاخذة_بقي.. وسيلة المواصلات المتاحة في مصر دلوقتى هي السيسي ....كله يركب العرص السيسي ..والتذكرة بأجر رمزى أو مجانا ....؟؟؟؟؟ ',neg,,,,,
2984, ألف مبروك ولله مصر كلها فرحنالك ومستنين منك الاغنيه الأولى #محمد_شاهين ',pos,,,,,
2986," ""#LaithAbuJoda #ليث_المصري_السادس احنا معتبرينك تبعنا خلاص\"""" '",pos,,,,,
2988, من حبه ربه حبب فيه خخلقققه وانت ربنا بيحبكك عشان كده خدت اللقب فى قلوب الناس ♥♥♥♥♥  #MinaAtta  مينا عطا http://t.co/Djti0UsB0b ',pos,,,,,
2989, ابقا جدع مع غيرك  متكونش عويل ',pos,,,,,
2991, الصِدْق أعظَمُ فضِيلة فِي الحَياة ',pos,,,,,
2992, الإنسان الناجح هو الذي يغلق فمه قبل أن يغلق الناس آذانهم ويفتح أذنيه قبل أن يفتح الناس أفواههم ',pos,,,,,
2993, @dianadona87 @engy_latif @Appeaxpredeator شوفو الصور الباقيه بتحمل تابعووا ',neu,,,,,
2999, #اسامه_فقيه  الله يوفقك ويرزقك من حيث لا تحتسب   #ZDRSEDK4 ',pos,,,,,
3000, @Jemawya_a7wgya ههههههعع لا ماهو انا خلصت ',pos,,,,,
3001, :: @xesamir على رأى عبد المنعم محمود ....ياترى فيه كام واحد زى محمد حبيب لسه فى الأخوان و لم يكتشف ؟؟؟؟ ',neu,,,,,
3002, كفايه ان كرمه جت في 2014 ',neu,,,,,
3004, @Ahmedalgadamy رصه انشروا وافضهوهم علي تلك الجريمه الافظع :(( حقائق عن جريمه ترحيلات ابو زعبل@nerminbedeir @NermeenYousri @j_jawjaw @ch_cake ',neg,,,,,
3006, وما خفي كان اعظم.        او يام في الجراب يحاوي.    . البلد بلدهم بس. ربنا يهدي الضال امين ',neg,,,,,
3007, نـجم أرب جوت تالنت بـجدارة ♥ http://t.co/MjMDRgN9yQ ',pos,,,,,
3010, أقوى ١٠٠شخصية تأثيرا #هيثم_العبدالله. ٨٢ @haithamalabdull fans__haitham19@ #ZDRSEDK4  #كلنا_هيثم_واحنا_قدها http://t.co/deMePLSHt2 ',neu,,,,,
3012, واما بنعمة ربك فحدث ... انا الايه ده بتيجي معايا بنتايج عكسية :( !!! ',neg,,,,,
3013, بيبقي كل.واحد مستني الكلمة من التاني فمحدش.بيقولها فبتفرقهم.الايام ... ',neg,,,,,
3018, #نقطة_ضعف_الشباب كل شي عشان نفسهن رخوة كتييييير ',neu,,,,,
3019, صلي علي نبي و تبسم دائما ',pos,,,,,
3020, @MohammedHishem عدينا مرحله السياسه والقتل والدين وحتي معاناه معيشيه بتاعت الشعب مبقاش يفرق حاجه ..الاحسن ننسحب بهدوء وخلينا كوبنا افتراضي) ',neg,,,,,
3022, الجوع ملحد ',neg,,,,,anger
3023, رساله لكل واحد او وحده وسخه شتمت باسم يوسف او اتهمو بلخيانه والعماله وانه مابيفهمش  باسم يوسف سبلكم البلد برطعو فيها ياولاد الكلاب ',neg,,,,,anger
3024, @Say3d_Sal3m اجدع حاجه ',pos,,,,,
3025, البلد ده اقصها استك وتبقى لباس كبييييير بيضم طياز اكبر .. #دماغات :3 ',neg,,,,,sadness
3028, انا مش هعيش طول عمري ملاك✋ ',neg,,,,,happiness
3030, انا الدولة بتاعتى اسمها زمالك ',pos,,,,,happiness
3031, 0اليوم مع وزير الصحه اﻻردني وعدد من النواب واصحاب العطوفه والسعادة في محافظة البلقاء http://t.co/9jR7rf1tLT ',neu,,,,,happiness
3035, #نقطة_ضعف_الشاب العيون الجميلة... ',pos,,,,,relaxed
3038, @sheko0ooz اه باين والله من غير توضيح  هعمل بنصيحتك حاضر .. شوفت بسمع الكلام ازاي ',neu,,,,,relaxed
3039, @mhader464 #ShereenYehia  يا بنتى فيديو الانستجرام واكتبى معانا فى التاج شيرين يحيى مع لميس الحديدي ',neu,,,,,relaxed
3040, @MostafaMakawi @sallyesmail2 لا تلموا الفرعون و لكن لوموا اشعب احترف صناعه الفراعنه و تأليههم ',neg,,,,,anger
3041," ""اول موسم ف عرب جوت تالنت احا كان فاجر وبعد كده بيض معيز وخصوصا الموسم ده \"""" '",neg,,,,,sadness
3043, @Asiaaa_Omar انام و اصحى الاقي قلة الادب دي ... ',neg,,,,,disgust
3044, اعمل جدول وما امشيش عليه   #قصه_قصيره_حزينه ',neg,,,,,sadness
3046, - خليك انت بتربيتك واسلوبك مش تقولي هتعامل حسب اللي قدامي! ✋ ',neu,,,,,surprise
3047, @a7tajk199 ﺑﻌﻴﺪ ﺍﻟﺴﻮ ﻋﻠﻴﻚ ﻣﻦ ﺍﻟﻜﺴﺮ ',pos,,,,,fear
3049," ""\"""": فاطمة ناعوت اللي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتتحاكم جنائياً بتهمة ازدراء الدين الإسلامي #منقول  فاشية عسكرية ودينية\"""" '",neg,,,,,anger
3050, #احمد_حلمى عسل عسل عسل عسل ٦٠٠ عسل ',pos,,,,,happiness
3053, كل المطارح ملكناا .. نرقص مكااان ما نحب ',pos,,,,,happiness
3054, أو واحدة شبهها .. هي كانت مغطية نص وشها أصلاً ',neu,,,,,relaxed
3055, https://t.co/C0JmqvtkCq #محمد_شاهين #MohammadChahine ايوااااااااااااااا بقا والله عسل ياشاهينوووو وانسان بجد قبل ماتكون فنان ياصقر العرب ',pos,,,,,happiness
3057, @m_elghonami دول مكسحين والله ويقولك زمالك واهلي بلا ارف  والناس تتخانق وده يفرح ان الاهلي اتغلب والأهلي يفرح لما الزمالك يتغلب حاجه تكسف!! ',neg,,,,,
3059, الجو تلج ف الدور ٨ ',neu,,,,,
3060," ""@esraa_nooh @ayamazen شكرا يا البي :\""""D '",pos,,,,,
3065, @sheko0ooz احسن برده ',neg,,,,,
3066, #StaracArabia #MinaAtta انهارده محمد سيراج لما لقي الفانز زعلان عشان مقعدش مع مينا قال هنعمل حفله وهجيبهلكم فيها قريب جدا ',neu,,,,,
3067, @rula2141 هيأها ليا أحالها عاملة حفلة وغمزها كأهم ولاد صغار وما احتفلت ولا اد من طلاب ستار اكادمي ',neu,,,,,
3070, ياريت الحمير اللى بيكتبو انجليزى بحروف عربى يعرفوا ان كل لغة لها حروف تتكتب بيها بدل الجهل ده ',neg,,,,,
3071, اهم شخصيات ٢٠١٤ :  #عبلة_كامل #الضفدع_كيرميت #مرتضى_منصور ',neu,,,,,
3072, اجمل نساء الدنيا  الزوجة الصالحة ',pos,,,,,
3073, رابعه اتفخت ف ال  audting النهارده  مستنين بكره هيحصل ايه ف تالته -_- ',neg,,,,,
3074, @Amira111forever لاتبكي علي شئ ذهب.  فكل ذاهب فالحب. كالموت لايعرف مذاهب ',neu,,,,,
3076," """"""مبحبش أي سؤال فيه كلمة illustrate كده من غير سبب، بس لو قال مكانها إشرح كذا هجاوب عادي، رغم إن ترجمتها يعني إشرح بس الكلمة نفسها غبية."""""""" '",neg,,,,,
3077, يا جماعة والله كبرنا على الكلام في السياسة ',neu,,,,,
3078, @foxelfager هو عامة اهلاوى ولازملكاوى هو اعلامى كويس فشخ ',pos,,,,,
3080, معنديش اي ابن وسخة يخليني افرح او افرح حد ولو بأيسط طريقة. ',neg,,,,,
3081, @dabous1 معلش الله يقويك ويحميك ',neu,,,,,
3087," ""ليث وابتسام واشراق دودو  ❤❤ #DoaaElSebaii  #LaithAbuJoda  #Ibtissamtiskat  #IchrakGmar http://t.co/gaACFKAUKX\"""" '",pos,,,,,
3091, @Antonious91   وساعات كمان من الشات :-) ❤ ',pos,,,,,
3092, @magnonabek1 هو إنتي أسمك إيه ؟ :D ',neu,,,,,
3094, نحن الان ف نهاية السنة ونتمنى من الله ان تكون سنة 2015 سنة خير وحب وامن واستقرار وتحسن ف جميع الأحوال  يارب . ',pos,,,,,
3096, انا مش مهمة عند حد فا ليه اخلي حد مهم عندي مهما كنت بحبو ؟ ',neg,,,,,
3097, لكل من يتحدث من خلفي ..  لو أنك مكتمل الرجولة لتحدثت في وجهي!  #فهيد ',neg,,,,,
3102, جمهور الإتحاد النهارده حضرماتش الباسكت بتاع الأهلى و ضربوا اللاعيبه محمود طاهر منع جمهور الأهلى من حضور يد و باسكت و بيقبض على الجمهور كمان ',neu,,,,,
3103, أحلى حاجة في الدنيا لما تحصل حاجة نفسك فيها فجأة فتفرح أستمتع وتبسط بكل التفصيل اللي ممكن تبسطك :) أرابيسك تصبحوا على خير :) ',pos,,,,,
3104, زى الملايكه اما تشوفها .. وردايه تحلم تقطفها .. http://t.co/sFUwknYGBq ',pos,,,,,
3106, @BenT_Abo_EzZ هههههههه قلب الام ^_^ حبيبتي ',pos,,,,,
3108, انام و لا لأ ؟؟؟؟ اختارو ',neu,,,,,
3109, @AlharthiFawaz فوووووووووووووواز  بليززززززززز بلغ سلامي ل محمد الصبحان اقرأ رسالتي ابي تويتر تبعه♡♡♡♡♡ ',neu,,,,,
3110, عن عمره فيما أفناه. http://t.co/06oEHMfzTP ',neu,,,,,
3111, @RoKki0i لما السباك يجي ',neu,,,,,
3115, @kayal40 @yaraahm59289392 @melbardisi1 @Anwaroosh01 @wardh_88 القلب يتخذ القرار اللي بيناسبو ',neu,,,,,
3117, بيوحشنى صوتك الهامس بسرح لما نتهامس فى صوتنا لما يتلامس ',pos,,,,,
3118, @8725Fa كفرة ؟  حتى العدد استخسروه فينا يقولك كام وثلاثين واحد ',neg,,,,,
3119, @AymanNour @drmahmoudrefaat إرحمنا ونقطنا بسكاتك... ',neg,,,,,
3120, #اسمعني اتنا اللي بضيعني  للماضي بترجعني وعايز تحبسني فيه  احلامي انتا اللي قضيت عليها لما اتحكمت فيها طب ليا ايه احنا الجيل الشايب وهو شباب ',neg,,,,,
3121, @Samar_Eldesoky مش لوحدك ',neu,,,,,
3122, @Ibn_Ibrahim88 و عَلكُم سلام! ',neu,,,,,
3124, طب اطلع غلي ف ايه !!!! ',neg,,,,,
3125, كويس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله ',neg,,,,,
3128, @anosh221123 سلام ',neu,,,,,
3129, الافضل ان تعيش حياتك وتدعهم يعيشوا حياتهم -- وعلي قدر اقترابهم منك اقترب انت -- واجعل لمشاعرك وزنا  #تسريب_الشرق_لمكتب_السيسي ',neu,,,,,
3132," """"""#هكلملك_القاضي وكم من قضاه كلمهم ممدوح شاهين ، وكم من قاتل أفلت من عقاب الأرض #تسريب_الشرق_لمكتب_السيسي"""""""" '",neg,,,,,
3134," """"""\""""أخٌ كالغذاء،تحتاج له دائماً و أخٌ كالدواء،تحتاج له أحياناً، و أخٌ كالداء،لا تحتاج إليه أبداً\"""" #مصطفى_محمود  أهو أنا بحب أكون رقم 2 ده فشخ!"""""""" '",neu,,,,,
3135, @MagnonaNeeeek انا عايز انيك أي واحدة جميلة http://t.co/ngYu9trolF ',pos,,,,,
3138, @ahmed_mefreh  قناه  مكملين  عرضت التسريب ',neu,,,,,
3139, الماضي انتهاء لما عرفتك ',pos,,,,,
3142, @Basel__Mohamed الكلام دا مستحيل لان كدا انت ممكن ترجع الزمن لورا ',neu,,,,,
3143, و انا قررت انى اعمل للناس اللى عندى كلها unfollow ',neg,,,,,
3145, خلص وصلت الفكرا .. شكرا لانك اثبتلى انى مليش حظ :) ',neg,,,,,
3149, #ياسمينا  رائعة ... تجنني  هي دي فعلا الموهبة اللي بجد ',pos,,,,,
3150, @princessheba1t ان شاء الله العملية تتم على خير وتقوم بالسلامة وتبقى زى الاول واحسن كمان ويباركلكو فيها ',pos,,,,,
3151, المؤلف غير مسئول عن اي فكره هتكونها عني ',neu,,,,,
3153," ""\""""@DoniaHablas: قهرة Ed Sheeran و هو بيقول love me في اخر اغنية give me love.\"""" حسبي الله ونعم الوكيل '",neg,,,,,
3154, @googeetaa مشدلتلك ',neu,,,,,
3155, @Rahma327 @somasoka3 @e3799e4dbf644b2 قصدك مين بيتجاهل شيرو ',neu,,,,,
3156, @mahmoud20ma  انا سايبه الموب وفاتحه من لاب دلوقتى ع فكره :D ',neu,,,,,
3159, @bnashour @moatazmatar انا شايف انها محتاجة دكتورمسالك بولية لعلاجهم من حساب تحيا مصر ',neg,,,,,
